Client ID,Date,Transaction Category,Withdraw Amount,Deposit Amount,Balance After Transaction
1,2024-04-18 19:33:08.874398,Travel,44.404849051215876,0.0,11519.415061338348
1,2024-04-18 19:33:08.874398,Leisure,114.8859696069067,0.0,11404.529091731441
1,2024-04-18 19:33:08.874398,Leisure,135.92890539940834,0.0,11268.600186332033
1,2024-04-18 19:33:08.874398,Salary,0.0,1188.9158913591302,12457.516077691163
1,2024-04-19 19:33:08.874398,Healthcare,385.0814706795529,0.0,12072.43460701161
1,2024-04-19 19:33:08.874398,Leisure,410.30647702370294,0.0,11662.128129987907
1,2024-04-19 19:33:08.874398,Salary,0.0,2955.9685994320726,14618.09672941998
1,2024-04-20 19:33:08.874398,Food,241.2206201442958,0.0,14376.876109275685
1,2024-04-20 19:33:08.874398,Shopping,401.0801690025489,0.0,13975.795940273136
1,2024-04-20 19:33:08.874398,Rent,66.43690781033845,0.0,13909.359032462797
1,2024-04-21 19:33:08.874398,Education,378.9336306395472,0.0,13530.42540182325
1,2024-04-21 19:33:08.874398,Utilities,210.1065502103194,0.0,13320.31885161293
1,2024-04-21 19:33:08.874398,Salary,0.0,4335.190193295064,17655.509044907994
1,2024-04-21 19:33:08.874398,Leisure,221.63108365154915,0.0,17433.877961256447
1,2024-04-22 19:33:08.874398,Utilities,240.16703946591696,0.0,17193.71092179053
1,2024-04-22 19:33:08.874398,Salary,0.0,1496.4771711816911,18690.18809297222
1,2024-04-23 19:33:08.874398,Food,126.15293727605939,0.0,18564.03515569616
1,2024-04-23 19:33:08.874398,Leisure,369.25870449345206,0.0,18194.77645120271
1,2024-04-23 19:33:08.874398,Shopping,137.48649514030802,0.0,18057.289956062403
1,2024-04-23 19:33:08.874398,Food,206.5266382955007,0.0,17850.7633177669
1,2024-04-24 19:33:08.874398,Education,306.0424571256975,0.0,17544.720860641202
1,2024-04-24 19:33:08.874398,Food,86.50013820225603,0.0,17458.220722438946
1,2024-04-24 19:33:08.874398,Shopping,380.70675434291684,0.0,17077.513968096027
1,2024-04-25 19:33:08.874398,Shopping,266.8888146764188,0.0,16810.62515341961
1,2024-04-25 19:33:08.874398,Education,468.300433529776,0.0,16342.324719889833
1,2024-04-26 19:33:08.874398,Education,379.6194445891195,0.0,15962.705275300714
1,2024-04-27 19:33:08.874398,Utilities,121.06654279866218,0.0,15841.638732502051
1,2024-04-27 19:33:08.874398,Healthcare,428.19434805131993,0.0,15413.444384450731
1,2024-04-27 19:33:08.874398,Leisure,340.47616538329106,0.0,15072.968219067441
1,2024-04-27 19:33:08.874398,Shopping,15.725746480956385,0.0,15057.242472586484
1,2024-04-28 19:33:08.874398,Food,349.4395719019597,0.0,14707.802900684525
1,2024-04-28 19:33:08.874398,Education,364.75065131703406,0.0,14343.05224936749
1,2024-04-28 19:33:08.874398,Rent,328.53406643832994,0.0,14014.518182929161
1,2024-04-28 19:33:08.874398,Food,41.532835595189724,0.0,13972.985347333972
1,2024-04-29 19:33:08.874398,Rent,125.78733753209771,0.0,13847.198009801874
1,2024-04-29 19:33:08.874398,Utilities,36.66905537080634,0.0,13810.528954431067
1,2024-04-30 19:33:08.874398,Salary,0.0,4018.9885556854815,17829.517510116548
1,2024-04-30 19:33:08.874398,Travel,476.8525548300827,0.0,17352.664955286466
1,2024-04-30 19:33:08.874398,Shopping,206.33171164129817,0.0,17146.333243645167
1,2024-04-30 19:33:08.874398,Food,493.2493624575591,0.0,16653.08388118761
1,2024-05-01 19:33:08.874398,Rent,85.3735191754863,0.0,16567.710362012123
1,2024-05-01 19:33:08.874398,Food,14.401841710487174,0.0,16553.308520301634
1,2024-05-02 19:33:08.874398,Shopping,308.059470206778,0.0,16245.249050094857
1,2024-05-02 19:33:08.874398,Rent,250.25877048452278,0.0,15994.990279610334
1,2024-05-02 19:33:08.874398,Education,270.72502738589606,0.0,15724.265252224439
1,2024-05-02 19:33:08.874398,Rent,332.40212430240615,0.0,15391.863127922034
1,2024-05-03 19:33:08.874398,Food,66.90825576942214,0.0,15324.954872152612
1,2024-05-03 19:33:08.874398,Education,210.5158014278442,0.0,15114.439070724768
1,2024-05-03 19:33:08.874398,Rent,334.04532995643837,0.0,14780.39374076833
1,2024-05-03 19:33:08.874398,Food,325.2264410792444,0.0,14455.167299689085
1,2024-05-04 19:33:08.874398,Rent,80.3564509832286,0.0,14374.810848705856
1,2024-05-04 19:33:08.874398,Rent,452.1404039355765,0.0,13922.67044477028
1,2024-05-04 19:33:08.874398,Education,387.60530111229775,0.0,13535.065143657981
1,2024-05-04 19:33:08.874398,Travel,447.99667052450604,0.0,13087.068473133475
1,2024-05-04 19:33:08.874398,Healthcare,494.95674487995615,0.0,12592.11172825352
1,2024-05-05 19:33:08.874398,Shopping,179.0579921237237,0.0,12413.053736129796
1,2024-05-05 19:33:08.874398,Utilities,112.00009559598787,0.0,12301.053640533808
1,2024-05-05 19:33:08.874398,Food,281.0774595703536,0.0,12019.976180963455
1,2024-05-05 19:33:08.874398,Rent,390.33311000522,0.0,11629.643070958235
1,2024-05-06 19:33:08.874398,Travel,197.64053850626243,0.0,11432.002532451972
1,2024-05-06 19:33:08.874398,Leisure,487.5645611783242,0.0,10944.437971273648
1,2024-05-06 19:33:08.874398,Utilities,408.15465242926444,0.0,10536.283318844384
1,2024-05-07 19:33:08.874398,Leisure,198.29828367838553,0.0,10337.985035165999
1,2024-05-07 19:33:08.874398,Salary,0.0,4521.371533038629,14859.356568204628
1,2024-05-07 19:33:08.874398,Rent,32.52501137954962,0.0,14826.831556825078
1,2024-05-07 19:33:08.874398,Rent,206.26705172703907,0.0,14620.564505098038
1,2024-05-08 19:33:08.874398,Shopping,35.172805353859474,0.0,14585.39169974418
1,2024-05-08 19:33:08.874398,Shopping,367.6231178991718,0.0,14217.768581845008
1,2024-05-08 19:33:08.874398,Travel,177.34956404225593,0.0,14040.419017802753
1,2024-05-08 19:33:08.874398,Education,358.0322323256391,0.0,13682.386785477114
1,2024-05-09 19:33:08.874398,Utilities,414.4859069094575,0.0,13267.900878567656
1,2024-05-09 19:33:08.874398,Food,49.74306900239808,0.0,13218.157809565259
1,2024-05-10 19:33:08.874398,Utilities,121.47589144257903,0.0,13096.68191812268
1,2024-05-11 19:33:08.874398,Salary,0.0,4493.811756829538,17590.493674952217
1,2024-05-11 19:33:08.874398,Rent,330.45520651797506,0.0,17260.038468434243
1,2024-05-12 19:33:08.874398,Salary,0.0,3628.2990034496856,20888.33747188393
1,2024-05-12 19:33:08.874398,Rent,133.99093316282458,0.0,20754.346538721104
1,2024-05-12 19:33:08.874398,Rent,486.08146298078043,0.0,20268.265075740324
1,2024-05-12 19:33:08.874398,Travel,229.44082517409575,0.0,20038.824250566227
1,2024-05-12 19:33:08.874398,Education,207.93883933064063,0.0,19830.885411235588
1,2024-05-13 19:33:08.874398,Utilities,478.6278751870833,0.0,19352.257536048503
1,2024-05-13 19:33:08.874398,Food,354.4628339002676,0.0,18997.794702148236
1,2024-05-13 19:33:08.874398,Leisure,254.59201018560842,0.0,18743.202691962626
1,2024-05-13 19:33:08.874398,Healthcare,393.0654072788574,0.0,18350.13728468377
1,2024-05-13 19:33:08.874398,Rent,343.83035118984714,0.0,18006.30693349392
1,2024-05-14 19:33:08.874398,Healthcare,123.47890738136893,0.0,17882.82802611255
1,2024-05-14 19:33:08.874398,Shopping,468.40972623467786,0.0,17414.418299877874
1,2024-05-14 19:33:08.874398,Healthcare,476.8306614686933,0.0,16937.587638409183
1,2024-05-14 19:33:08.874398,Food,420.3485470751998,0.0,16517.239091333984
1,2024-05-15 19:33:08.874398,Salary,0.0,1387.5541396356143,17904.793230969597
1,2024-05-15 19:33:08.874398,Utilities,168.3303293404994,0.0,17736.462901629096
1,2024-05-15 19:33:08.874398,Education,432.02482208980365,0.0,17304.438079539294
1,2024-05-15 19:33:08.874398,Salary,0.0,1822.6400575787593,19127.078137118053
1,2024-05-15 19:33:08.874398,Travel,157.75526956314408,0.0,18969.322867554907
1,2024-05-16 19:33:08.874398,Healthcare,235.17052187564184,0.0,18734.152345679264
1,2024-05-17 19:33:08.874398,Healthcare,98.81667370745892,0.0,18635.335671971803
1,2024-05-17 19:33:08.874398,Education,361.9966535564895,0.0,18273.339018415314
1,2024-05-18 19:33:08.874398,Utilities,462.49353092631077,0.0,17810.845487489005
1,2024-05-18 19:33:08.874398,Healthcare,16.438843127731616,0.0,17794.406644361272
1,2024-05-18 19:33:08.874398,Food,263.5390404090102,0.0,17530.86760395226
1,2024-05-18 19:33:08.874398,Rent,69.36962424365686,0.0,17461.497979708605
1,2024-05-19 19:33:08.874398,Salary,0.0,1949.3154583393525,19410.813438047957
1,2024-05-19 19:33:08.874398,Healthcare,168.56308750367643,0.0,19242.25035054428
1,2024-05-19 19:33:08.874398,Utilities,137.2753728979896,0.0,19104.974977646292
1,2024-05-19 19:33:08.874398,Education,367.70651797473744,0.0,18737.268459671555
1,2024-05-19 19:33:08.874398,Utilities,204.8993699429778,0.0,18532.369089728578
1,2024-05-20 19:33:08.874398,Utilities,70.68592573229378,0.0,18461.683163996284
1,2024-05-20 19:33:08.874398,Salary,0.0,4086.043794814143,22547.72695881043
1,2024-05-20 19:33:08.874398,Utilities,56.86704821786816,0.0,22490.85991059256
1,2024-05-21 19:33:08.874398,Shopping,94.1071577119726,0.0,22396.752752880588
1,2024-05-21 19:33:08.874398,Shopping,191.10499851180097,0.0,22205.647754368787
1,2024-05-21 19:33:08.874398,Healthcare,68.34331583237413,0.0,22137.304438536412
1,2024-05-21 19:33:08.874398,Leisure,28.601616356159383,0.0,22108.702822180254
1,2024-05-22 19:33:08.874398,Shopping,74.48827522331334,0.0,22034.21454695694
1,2024-05-22 19:33:08.874398,Education,488.25481975302085,0.0,21545.95972720392
1,2024-05-22 19:33:08.874398,Food,306.93543507288024,0.0,21239.024292131042
1,2024-05-23 19:33:08.874398,Leisure,257.64274380978225,0.0,20981.38154832126
1,2024-05-23 19:33:08.874398,Food,469.44864099444396,0.0,20511.932907326816
1,2024-05-24 19:33:08.874398,Travel,159.4733705479545,0.0,20352.45953677886
1,2024-05-24 19:33:08.874398,Education,267.92707928102413,0.0,20084.532457497837
1,2024-05-24 19:33:08.874398,Food,472.75048295165834,0.0,19611.78197454618
1,2024-05-25 19:33:08.874398,Leisure,167.85984807141816,0.0,19443.92212647476
1,2024-05-25 19:33:08.874398,Rent,180.61950770523254,0.0,19263.30261876953
1,2024-05-25 19:33:08.874398,Utilities,394.3431189892947,0.0,18868.959499780234
1,2024-05-25 19:33:08.874398,Food,240.68401109499092,0.0,18628.27548868524
1,2024-05-25 19:33:08.874398,Travel,168.61231895232171,0.0,18459.66316973292
1,2024-05-26 19:33:08.874398,Salary,0.0,4257.680284707124,22717.343454440044
1,2024-05-26 19:33:08.874398,Education,410.5502473834784,0.0,22306.793207056566
1,2024-05-26 19:33:08.874398,Shopping,35.98897576665554,0.0,22270.80423128991
1,2024-05-26 19:33:08.874398,Utilities,323.2901091227941,0.0,21947.514122167115
1,2024-05-27 19:33:08.874398,Utilities,205.66808062492484,0.0,21741.84604154219
1,2024-05-27 19:33:08.874398,Rent,389.60126903273226,0.0,21352.244772509457
1,2024-05-28 19:33:08.874398,Travel,77.84174922597649,0.0,21274.40302328348
1,2024-05-28 19:33:08.874398,Salary,0.0,2164.860150137346,23439.263173420826
1,2024-05-28 19:33:08.874398,Food,119.32697117842004,0.0,23319.936202242407
1,2024-05-28 19:33:08.874398,Healthcare,103.70023347015317,0.0,23216.235968772253
1,2024-05-29 19:33:08.874398,Food,317.3399142137203,0.0,22898.896054558532
1,2024-05-29 19:33:08.874398,Rent,251.75749192195232,0.0,22647.13856263658
1,2024-05-29 19:33:08.874398,Shopping,378.0804433372106,0.0,22269.05811929937
1,2024-05-29 19:33:08.874398,Salary,0.0,3665.828088539234,25934.886207838605
1,2024-05-29 19:33:08.874398,Rent,444.9670092908167,0.0,25489.91919854779
1,2024-05-30 19:33:08.874398,Utilities,231.8670398539348,0.0,25258.052158693852
1,2024-05-30 19:33:08.874398,Travel,265.33544352886327,0.0,24992.71671516499
1,2024-05-31 19:33:08.874398,Travel,411.38634988489906,0.0,24581.33036528009
1,2024-05-31 19:33:08.874398,Leisure,135.17204896530777,0.0,24446.15831631478
1,2024-05-31 19:33:08.874398,Travel,250.82757459930707,0.0,24195.330741715472
1,2024-05-31 19:33:08.874398,Rent,329.7546883644719,0.0,23865.576053351
1,2024-06-01 19:33:08.874398,Education,58.77559963014089,0.0,23806.800453720858
1,2024-06-01 19:33:08.874398,Shopping,433.0885945515462,0.0,23373.71185916931
1,2024-06-02 19:33:08.874398,Education,464.7231986074777,0.0,22908.988660561834
1,2024-06-02 19:33:08.874398,Salary,0.0,2201.0781763929062,25110.066836954742
1,2024-06-02 19:33:08.874398,Education,482.6682522914747,0.0,24627.398584663268
1,2024-06-02 19:33:08.874398,Rent,498.8233565275072,0.0,24128.57522813576
1,2024-06-03 19:33:08.874398,Rent,468.95991409870624,0.0,23659.615314037055
1,2024-06-03 19:33:08.874398,Utilities,137.9619627846662,0.0,23521.65335125239
1,2024-06-03 19:33:08.874398,Leisure,88.57605971507373,0.0,23433.077291537316
1,2024-06-03 19:33:08.874398,Leisure,294.9734295768801,0.0,23138.103861960437
1,2024-06-03 19:33:08.874398,Travel,417.51346480290044,0.0,22720.590397157535
1,2024-06-04 19:33:08.874398,Rent,449.64984898940793,0.0,22270.940548168128
1,2024-06-04 19:33:08.874398,Salary,0.0,4982.579950150635,27253.520498318765
1,2024-06-04 19:33:08.874398,Leisure,29.989396300914695,0.0,27223.53110201785
1,2024-06-04 19:33:08.874398,Food,325.72142251908593,0.0,26897.80967949876
1,2024-06-05 19:33:08.874398,Education,369.633417462748,0.0,26528.176262036013
1,2024-06-05 19:33:08.874398,Food,355.61970432839547,0.0,26172.55655770762
1,2024-06-05 19:33:08.874398,Education,92.17952813673246,0.0,26080.377029570885
1,2024-06-05 19:33:08.874398,Leisure,303.0374036281905,0.0,25777.339625942695
1,2024-06-06 19:33:08.874398,Shopping,450.32434012060475,0.0,25327.01528582209
1,2024-06-07 19:33:08.874398,Rent,175.38575440395903,0.0,25151.62953141813
1,2024-06-07 19:33:08.874398,Healthcare,162.2692591222503,0.0,24989.36027229588
1,2024-06-07 19:33:08.874398,Salary,0.0,4033.666257145667,29023.026529441544
1,2024-06-07 19:33:08.874398,Education,189.4762565633591,0.0,28833.550272878187
1,2024-06-08 19:33:08.874398,Rent,63.34823651898134,0.0,28770.202036359206
1,2024-06-08 19:33:08.874398,Utilities,431.47235500276776,0.0,28338.72968135644
1,2024-06-08 19:33:08.874398,Education,36.66229293852119,0.0,28302.06738841792
1,2024-06-09 19:33:08.874398,Travel,317.90593471924814,0.0,27984.16145369867
1,2024-06-09 19:33:08.874398,Leisure,330.0641176544091,0.0,27654.097336044262
1,2024-06-09 19:33:08.874398,Utilities,87.53059703690386,0.0,27566.566739007358
1,2024-06-09 19:33:08.874398,Travel,354.5878379343896,0.0,27211.97890107297
1,2024-06-09 19:33:08.874398,Food,131.96501577591255,0.0,27080.013885297056
1,2024-06-10 19:33:08.874398,Healthcare,412.29488913538637,0.0,26667.718996161668
1,2024-06-10 19:33:08.874398,Food,239.7276357974103,0.0,26427.991360364256
1,2024-06-10 19:33:08.874398,Salary,0.0,4648.369531211074,31076.36089157533
1,2024-06-11 19:33:08.874398,Leisure,208.62914267119666,0.0,30867.73174890413
1,2024-06-12 19:33:08.874398,Healthcare,43.293398398354576,0.0,30824.438350505778
1,2024-06-12 19:33:08.874398,Shopping,400.5990234903853,0.0,30423.839327015394
1,2024-06-12 19:33:08.874398,Salary,0.0,4955.177772092324,35379.01709910772
1,2024-06-12 19:33:08.874398,Leisure,373.7463890986932,0.0,35005.27071000903
1,2024-06-12 19:33:08.874398,Leisure,227.56811104554737,0.0,34777.70259896348
1,2024-06-13 19:33:08.874398,Education,132.5757728975367,0.0,34645.12682606594
1,2024-06-13 19:33:08.874398,Shopping,308.2246665004149,0.0,34336.90215956553
1,2024-06-13 19:33:08.874398,Utilities,252.99003376865497,0.0,34083.91212579687
1,2024-06-13 19:33:08.874398,Healthcare,372.4819561514687,0.0,33711.430169645406
1,2024-06-13 19:33:08.874398,Healthcare,287.2939910309956,0.0,33424.13617861441
1,2024-06-14 19:33:08.874398,Healthcare,495.819815853721,0.0,32928.31636276069
1,2024-06-15 19:33:08.874398,Education,238.19074152433672,0.0,32690.125621236355
1,2024-06-15 19:33:08.874398,Utilities,126.47979585288736,0.0,32563.645825383468
1,2024-06-15 19:33:08.874398,Rent,198.2534646257448,0.0,32365.392360757724
1,2024-06-16 19:33:08.874398,Utilities,126.5351659447916,0.0,32238.857194812932
1,2024-06-16 19:33:08.874398,Shopping,386.2460189606907,0.0,31852.611175852242
1,2024-06-16 19:33:08.874398,Healthcare,482.1690921838441,0.0,31370.442083668397
1,2024-06-17 19:33:08.874398,Salary,0.0,2110.5901872567024,33481.0322709251
1,2024-06-17 19:33:08.874398,Utilities,264.29791222969214,0.0,33216.73435869541
1,2024-06-17 19:33:08.874398,Utilities,372.32796829904703,0.0,32844.40639039636
1,2024-06-17 19:33:08.874398,Leisure,253.85840508375063,0.0,32590.547985312613
1,2024-06-18 19:33:08.874398,Food,355.3915479584001,0.0,32235.156437354213
1,2024-06-18 19:33:08.874398,Leisure,273.1798006368539,0.0,31961.976636717358
1,2024-06-18 19:33:08.874398,Healthcare,472.22059882537553,0.0,31489.75603789198
1,2024-06-19 19:33:08.874398,Utilities,437.7943123194361,0.0,31051.961725572546
1,2024-06-19 19:33:08.874398,Rent,358.7055816898418,0.0,30693.256143882703
1,2024-06-20 19:33:08.874398,Education,153.42834381299141,0.0,30539.827800069714
1,2024-06-20 19:33:08.874398,Utilities,73.69355650367021,0.0,30466.134243566044
1,2024-06-20 19:33:08.874398,Utilities,24.50555530357232,0.0,30441.628688262474
1,2024-06-21 19:33:08.874398,Rent,135.42509963834766,0.0,30306.203588624125
1,2024-06-21 19:33:08.874398,Education,499.26121691441483,0.0,29806.94237170971
1,2024-06-22 19:33:08.874398,Utilities,427.55147689533555,0.0,29379.390894814373
1,2024-06-22 19:33:08.874398,Healthcare,491.0369558909114,0.0,28888.35393892346
1,2024-06-22 19:33:08.874398,Healthcare,248.89761280270446,0.0,28639.456326120755
1,2024-06-22 19:33:08.874398,Healthcare,163.71523475633703,0.0,28475.741091364416
1,2024-06-23 19:33:08.874398,Utilities,50.92707659132808,0.0,28424.81401477309
1,2024-06-23 19:33:08.874398,Education,134.65581498950337,0.0,28290.158199783586
1,2024-06-24 19:33:08.874398,Education,130.0331942955903,0.0,28160.125005487997
1,2024-06-24 19:33:08.874398,Travel,44.0048991239898,0.0,28116.120106364007
1,2024-06-24 19:33:08.874398,Utilities,95.30313714955611,0.0,28020.81696921445
1,2024-06-25 19:33:08.874398,Education,457.721937393508,0.0,27563.095031820943
1,2024-06-25 19:33:08.874398,Shopping,345.1547502907407,0.0,27217.940281530202
1,2024-06-25 19:33:08.874398,Travel,427.05855104751026,0.0,26790.88173048269
1,2024-06-25 19:33:08.874398,Food,278.16480841988204,0.0,26512.71692206281
1,2024-06-25 19:33:08.874398,Food,35.467514123829496,0.0,26477.24940793898
1,2024-06-26 19:33:08.874398,Shopping,227.22749689876485,0.0,26250.021911040214
1,2024-06-26 19:33:08.874398,Travel,430.50042158894877,0.0,25819.521489451265
1,2024-06-26 19:33:08.874398,Travel,63.36245214811621,0.0,25756.159037303147
1,2024-06-27 19:33:08.874398,Rent,388.59104137314114,0.0,25367.567995930007
1,2024-06-27 19:33:08.874398,Salary,0.0,1778.3104896466784,27145.878485576686
1,2024-06-27 19:33:08.874398,Food,233.57216319297223,0.0,26912.306322383713
1,2024-06-28 19:33:08.874398,Salary,0.0,3775.312143800013,30687.618466183725
1,2024-06-28 19:33:08.874398,Shopping,66.828980474064,0.0,30620.78948570966
1,2024-06-29 19:33:08.874398,Utilities,407.9541815810767,0.0,30212.835304128585
1,2024-06-29 19:33:08.874398,Leisure,14.184696170385044,0.0,30198.6506079582
1,2024-06-29 19:33:08.874398,Rent,161.38227114432055,0.0,30037.26833681388
1,2024-06-29 19:33:08.874398,Healthcare,395.3494550629869,0.0,29641.91888175089
1,2024-06-29 19:33:08.874398,Education,341.5002651826611,0.0,29300.41861656823
1,2024-06-30 19:33:08.874398,Leisure,202.06208724864877,0.0,29098.356529319582
1,2024-06-30 19:33:08.874398,Food,101.87957656035655,0.0,28996.476952759225
1,2024-06-30 19:33:08.874398,Travel,432.8357074797346,0.0,28563.64124527949
1,2024-06-30 19:33:08.874398,Salary,0.0,3656.8637593412045,32220.505004620696
1,2024-06-30 19:33:08.874398,Education,160.25336619815263,0.0,32060.251638422542
1,2024-07-01 19:33:08.874398,Food,62.606885434454945,0.0,31997.644752988086
1,2024-07-01 19:33:08.874398,Healthcare,144.86008596059636,0.0,31852.78466702749
1,2024-07-02 19:33:08.874398,Shopping,480.70230981503437,0.0,31372.082357212454
1,2024-07-02 19:33:08.874398,Salary,0.0,2558.0753119158667,33930.15766912832
1,2024-07-02 19:33:08.874398,Travel,458.2537114767749,0.0,33471.90395765154
1,2024-07-03 19:33:08.874398,Travel,221.90472806635876,0.0,33249.999229585184
1,2024-07-03 19:33:08.874398,Salary,0.0,4187.797613093939,37437.79684267912
1,2024-07-03 19:33:08.874398,Education,446.6932146630048,0.0,36991.10362801611
1,2024-07-03 19:33:08.874398,Shopping,169.0546374065627,0.0,36822.04899060955
1,2024-07-04 19:33:08.874398,Education,38.10938964166253,0.0,36783.93960096789
1,2024-07-05 19:33:08.874398,Travel,298.93698920721096,0.0,36485.002611760676
1,2024-07-05 19:33:08.874398,Rent,102.06402734904296,0.0,36382.93858441163
1,2024-07-05 19:33:08.874398,Food,119.24376310496278,0.0,36263.69482130667
1,2024-07-06 19:33:08.874398,Utilities,14.466740227031593,0.0,36249.22808107964
1,2024-07-07 19:33:08.874398,Salary,0.0,3784.776823513135,40034.00490459277
1,2024-07-07 19:33:08.874398,Leisure,305.2665639826713,0.0,39728.7383406101
1,2024-07-07 19:33:08.874398,Leisure,459.2309991840085,0.0,39269.50734142609
1,2024-07-07 19:33:08.874398,Rent,61.51718995552575,0.0,39207.99015147056
1,2024-07-07 19:33:08.874398,Shopping,74.70400560874053,0.0,39133.28614586182
1,2024-07-08 19:33:08.874398,Salary,0.0,1526.6516539755662,40659.93779983739
1,2024-07-08 19:33:08.874398,Travel,251.37735466583138,0.0,40408.560445171555
1,2024-07-08 19:33:08.874398,Leisure,399.15436405855297,0.0,40009.406081113004
1,2024-07-08 19:33:08.874398,Rent,290.2551326373604,0.0,39719.150948475646
1,2024-07-09 19:33:08.874398,Healthcare,329.7891332426137,0.0,39389.36181523303
1,2024-07-09 19:33:08.874398,Shopping,161.19552094115068,0.0,39228.16629429188
2,2024-04-10 19:33:08.874398,Education,73.22923451959934,0.0,3466.2526414692725
2,2024-04-10 19:33:08.874398,Food,370.90706982906937,0.0,3095.345571640203
2,2024-04-10 19:33:08.874398,Utilities,495.81479380666536,0.0,2599.5307778335377
2,2024-04-11 19:33:08.874398,Food,359.7667942655481,0.0,2239.7639835679897
2,2024-04-11 19:33:08.874398,Utilities,42.5741998672383,0.0,2197.1897837007514
2,2024-04-11 19:33:08.874398,Shopping,272.379976382061,0.0,1924.8098073186904
2,2024-04-11 19:33:08.874398,Food,87.76149347141542,0.0,1837.048313847275
2,2024-04-11 19:33:08.874398,Shopping,460.99268980421414,0.0,1376.055624043061
2,2024-04-12 19:33:08.874398,Leisure,116.64531964018484,0.0,1259.4103044028761
2,2024-04-12 19:33:08.874398,Utilities,442.63981896453555,0.0,816.7704854383405
2,2024-04-12 19:33:08.874398,Salary,0.0,2281.668134320779,3098.4386197591193
2,2024-04-12 19:33:08.874398,Salary,0.0,2138.038440231019,5236.4770599901385
2,2024-04-13 19:33:08.874398,Utilities,138.4704523386148,0.0,5098.006607651524
2,2024-04-13 19:33:08.874398,Healthcare,98.20807383248575,0.0,4999.798533819038
2,2024-04-13 19:33:08.874398,Leisure,34.63924288545174,0.0,4965.159290933587
2,2024-04-13 19:33:08.874398,Healthcare,496.56176895377024,0.0,4468.5975219798165
2,2024-04-13 19:33:08.874398,Shopping,293.645124277419,0.0,4174.952397702397
2,2024-04-14 19:33:08.874398,Shopping,478.9264745594437,0.0,3696.0259231429536
2,2024-04-14 19:33:08.874398,Salary,0.0,2525.1780341369986,6221.203957279952
2,2024-04-14 19:33:08.874398,Education,235.77899912882663,0.0,5985.424958151126
2,2024-04-14 19:33:08.874398,Rent,334.52706262013135,0.0,5650.897895530994
2,2024-04-15 19:33:08.874398,Food,218.85009726523145,0.0,5432.047798265762
2,2024-04-15 19:33:08.874398,Education,320.49690707540265,0.0,5111.55089119036
2,2024-04-15 19:33:08.874398,Rent,392.14146144865725,0.0,4719.409429741702
2,2024-04-15 19:33:08.874398,Healthcare,466.5370740584802,0.0,4252.872355683222
2,2024-04-15 19:33:08.874398,Healthcare,499.34095490577437,0.0,3753.5314007774477
2,2024-04-16 19:33:08.874398,Shopping,96.71468865543046,0.0,3656.816712122017
2,2024-04-16 19:33:08.874398,Education,480.8263318619947,0.0,3175.9903802600224
2,2024-04-16 19:33:08.874398,Salary,0.0,2784.9047092114397,5960.895089471462
2,2024-04-16 19:33:08.874398,Utilities,189.69912072905015,0.0,5771.195968742411
2,2024-04-16 19:33:08.874398,Travel,159.45066217167133,0.0,5611.7453065707405
2,2024-04-17 19:33:08.874398,Healthcare,214.88388191853244,0.0,5396.861424652208
2,2024-04-17 19:33:08.874398,Utilities,19.953379107075037,0.0,5376.908045545133
